id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21728531,Penthouse in the sky with Starbucks,17406884,Vivek,,South Boston,42.335031449127406,-71.03460115611519,Entire home/apt,358,2,34,2018-08-01,3.75,3,0
21733394,Ideal accommodation for Airport and Downtown-6ppl,51361205,Sensei Boaz,,East Boston,42.3880480399518,-71.00634380877054,Entire home/apt,124,2,38,2018-08-13,4.09,4,244
21735562,BOSTON BLUE-3 MIN TO GREEN LINE A/C IN THE ROOM,25623270,Kursad,,Allston,42.35157959423158,-71.12744109163867,Private room,57,1,42,2018-08-16,4.63,2,10
21736914,Alex's House,72595301,Alex,,East Boston,42.3802393727794,-71.02850313029556,Private room,200,1,0,,,1,0
21738629,1BR Apartment in the West End,51877093,Felipe,,West End,42.36432126630021,-71.06523935099838,Entire home/apt,138,2,4,2018-03-27,0.53,1,0
21742628,Amazing Boston's South End 2Br 2bath,157827936,Richard,,South End,42.340679214250024,-71.07575336323889,Private room,275,3,4,2018-08-05,4,1,62
21753302,Charming 3BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.35064598533112,-71.0791589545501,Entire home/apt,99,2,26,2018-07-31,2.92,292,121
21753900,Penthouse 1BR in Seaport by Sonder,12243051,Sonder,,South Boston,42.343852829601744,-71.05744794565699,Entire home/apt,89,3,18,2018-08-03,2.05,292,129
21756325,"Harvard Business in Allston, w/ Private Bathroom A",19548932,Joe,,Allston,42.364472513346286,-71.12965698141235,Private room,125,1,25,2018-07-19,3.28,14,65
21763161,Cozy 1BR in The Heart of Boston near Fenway Pk,95459395,Bluebird,,West End,42.36360022381792,-71.0690166342145,Entire home/apt,249,3,0,,,143,65
21765379,My Home,149629129,Nadia,,Roxbury,42.309191615155825,-71.08872598146759,Shared room,70,4,0,,,3,143
21765587,My lovely quite home,158578462,Yomara,,Dorchester,42.29425849782255,-71.05773669034491,Private room,150,1,0,,,1,179
21766695,Stellar 1 Bedroom in Boston near House of Blues!,95459395,Bluebird,,West End,42.36385599330178,-71.06920052111234,Entire home/apt,269,3,0,,,143,38
21766903,Stunning 1 Bedroom in Boston near Faneuil Hall!,95459395,Bluebird,,West End,42.3648182969541,-71.06931044265625,Entire home/apt,249,3,0,,,143,76
21767071,Modern 1-BR in Boston + Plush Designer Finishes!,95459395,Bluebird,,West End,42.36491353466512,-71.06914606100123,Entire home/apt,259,3,0,,,143,38
21767299,Stylish 1Bedroom in Boston near Prudential Skywalk,95459395,Bluebird,,West End,42.36482241377986,-71.0677127809676,Entire home/apt,259,3,0,,,143,38
21767674,Beautiful 2 Bedroom in Boston + Great Amenities!,95459395,Bluebird,,West End,42.36475007516056,-71.06733549625666,Entire home/apt,171,3,0,,,143,0
21768208,"Exclusive 2 Bedroom in The heart of Boston, Mass!!",95459395,Bluebird,,West End,42.3639779228291,-71.06715633228093,Entire home/apt,299,3,0,,,143,0
21768382,Modern 2-BR in Boston + Top of The Line Amenities!,95459395,Bluebird,,West End,42.36345522431935,-71.06724210406655,Entire home/apt,289,3,0,,,143,0
21768555,Upscale 2 Bedroom in Boston near Fine Arts Museum!,95459395,Bluebird,,West End,42.364754083415065,-71.06869293129412,Entire home/apt,188,3,0,,,143,43
21769647,Comfy 1BR,158218784,Angela,,Dorchester,42.29424977539414,-71.0739380451976,Private room,40,2,45,2018-08-16,5.36,1,102
21770176,Modern and bright 1BR in Fort Point/Seaport,1798757,James,,South Boston Waterfront,42.34816227298987,-71.04968029067298,Entire home/apt,175,4,6,2018-08-04,2.00,1,15
21770994,My Home,149629129,Nadia,,Roxbury,42.30957036231748,-71.08850595312714,Private room,70,4,1,2018-04-09,0.23,3,0
21771037,"Beautiful 4BD/2BA Gem! Near airport, city, subway!",30004413,Jeff,,East Boston,42.37007766011484,-71.03322369620481,Entire home/apt,228,1,60,2018-08-08,7.79,1,132
21779767,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,155595193,Michelle,,Back Bay,42.351131630350785,-71.0836683067633,Entire home/apt,99,30,0,,,7,320
21781068,Popular So. Boston Pad|Studio 1BR 1 BA #1,1444340,Will,,South Boston,42.334970081762904,-71.04404152662819,Entire home/apt,132,30,1,2017-11-15,0.11,30,152
21782918,Luxury 1 Bedroom Apt next to Fenway Park in Boston,95459395,Bluebird,,Fenway,42.343719664281096,-71.10009308814021,Entire home/apt,133,3,0,,,143,0
21783476,Modern 1 Bedroom Apt in Fenway with gym,95459395,Bluebird,,Fenway,42.344098160164,-71.10024722476726,Entire home/apt,249,3,0,,,143,75
21783680,Fenway brand-new 1-BR close to Boston University!!,95459395,Bluebird,,Fenway,42.345290676599404,-71.10063793733086,Entire home/apt,249,3,0,,,143,75
21783865,Top-notch 1 bed apt with fitness center in Fenway!,95459395,Bluebird,,Fenway,42.34368843685122,-71.1013935158048,Entire home/apt,249,3,0,,,143,44
21784052,Modernly Furnished 1-BR in Boston near Boston Univ,95459395,Bluebird,,Fenway,42.34384437600701,-71.10132698775035,Entire home/apt,259,3,0,,,143,44
21784164,Washington 201 | 2BR 2BA | Doyle's Pub,71783,Lance,,Jamaica Plain,42.308099658218076,-71.10641310447713,Entire home/apt,150,2,17,2018-07-22,3.07,25,43
21784442,Plush 1 Bedroom in Boston near Great Restaurants!,95459395,Bluebird,,Fenway,42.34404386495567,-71.10044532021195,Entire home/apt,249,3,0,,,143,44
21784630,Lavish 1 Bedroom in The Heart of Boston + Gym!!,95459395,Bluebird,,Fenway,42.34388455363916,-71.09986620570659,Entire home/apt,249,3,0,,,143,44
21784812,Stellar 1 Bedroom near House of Blues in Boston!,95459395,Bluebird,,Fenway,42.34517983348619,-71.10134573412267,Entire home/apt,269,3,0,,,143,10
21785002,Luxurious 1 Bedroom in Boston near Fenway Park!!,95459395,Bluebird,,Fenway,42.345225952884654,-71.10114131038533,Entire home/apt,249,3,0,,,143,136
21785388,Location & Luxury North End 2 King bedrooms Apt,157908369,Nikki,,North End,42.366203376597234,-71.05141538075374,Entire home/apt,225,3,6,2018-08-06,0.78,2,91
21787784,Fabulous  Studio,24041368,Carolyn,,West End,42.3641658244092,-71.06408080602817,Entire home/apt,175,2,4,2018-08-12,1.36,1,7
21788076,Washington 206 | 1BR 1BA | Franklin Park Zoo,71783,Lance,,Jamaica Plain,42.30831635957022,-71.1066292808027,Entire home/apt,150,1,18,2018-07-30,3.35,25,49
21788077,Washington 304 | 2BR 1BA | Forest Hills Cemetery,71783,Lance,,Jamaica Plain,42.30795617551523,-71.10484381610534,Entire home/apt,150,2,13,2018-07-20,1.68,25,30
21788079,Washington 306 | 1BR 1BA | Emerald Necklace,71783,Lance,,Jamaica Plain,42.308163481821666,-71.10615865513836,Entire home/apt,150,1,16,2018-08-01,3.06,25,34
21788082,Washington 301 | 2BR 2BA | Sam Adams Brewery,71783,Lance,,Jamaica Plain,42.30826006442116,-71.10513399932182,Entire home/apt,150,2,16,2018-07-26,3.43,25,25
21789235,Ideal 3 BDR to stay by the Red Line!,16186589,Marie,,Dorchester,42.29104987483673,-71.06639866287388,Entire home/apt,150,30,0,,,25,216
21794490,Bright and Modern Victorian,3180183,Kelly,,Roxbury,42.32241045174125,-71.09121789312006,Entire home/apt,126,2,20,2018-08-06,2.25,2,0
21794989,Luxury 2 Bedroom next to Fenway Park in Boston*,95459395,Bluebird,,Fenway,42.34531578916456,-71.09991791945824,Entire home/apt,299,3,0,,,143,153
21795314,Modern 2 Bedroom apt in Fenway with gym!,95459395,Bluebird,,Fenway,42.34529467767527,-71.09986908079158,Entire home/apt,299,3,0,,,143,170
21795492,Top-notch 2 Bedroom with fitness center in Fenway,95459395,Bluebird,,Fenway,42.34374308957705,-71.10135398491006,Entire home/apt,299,3,0,,,143,226
21795660,Stunning 2 Bedroom in The Heart of Boston!!,95459395,Bluebird,,Fenway,42.34343205233171,-71.1000248177102,Entire home/apt,299,3,0,,,143,44
21795848,Upscale 2 Bedroom near Boston University!!,95459395,Bluebird,,Fenway,42.343512987752675,-71.09987230990161,Entire home/apt,299,3,0,,,143,105
21796006,Beautiful 2 Bedroom + Designer Finishes in Boston!,95459395,Bluebird,,Fenway,42.34342814379857,-71.10171497913886,Entire home/apt,299,3,0,,,143,44
21796325,High-End 2 Bedroom near Harvard Art Museum!,95459395,Bluebird,,South End,42.341989604032825,-71.07589342365709,Entire home/apt,299,3,0,,,143,44
21796547,Modern 2 Bedroom near Historic Faneuil Hall Boston,95459395,Bluebird,,Fenway,42.34505495587729,-71.10072985013693,Entire home/apt,299,3,0,,,143,44
21796741,Plush 2 Bedroom in Boston near Great Restaurants!,95459395,Bluebird,,Fenway,42.34539609424918,-71.10053060464578,Entire home/apt,299,3,0,,,143,44
21796886,Modernly Furnished 2 Bedroom in Boston + Amenities,95459395,Bluebird,,Fenway,42.34402028977406,-71.10212483546734,Entire home/apt,299,3,0,,,143,44
21797100,Cozy & Comfy 2 Bedroom in Boston near Fenway Park!,95459395,Bluebird,,Fenway,42.34340485442588,-71.10188718779224,Entire home/apt,299,3,0,,,143,44
21797279,Lavishly Plush 2-BR near House of Blues in Boston!,95459395,Bluebird,,Fenway,42.344114103338725,-71.10145449406286,Entire home/apt,299,3,0,,,143,44
21797544,Exclusive 2 Bedroom in Boston + Great Gym onsite!,95459395,Bluebird,,Fenway,42.34335155591524,-71.10031335562334,Entire home/apt,299,3,0,,,143,347
21797738,Beautiful 2-BR Boston Apt with Great Views + Gym!,95459395,Bluebird,,Fenway,42.34507290228356,-71.10034880071375,Entire home/apt,299,3,0,,,143,44
21797895,Lavishly Plush 2 Bedroom in Boston + Views & Gym!,95459395,Bluebird,,Fenway,42.34352210345329,-71.10055715409591,Entire home/apt,299,3,0,,,143,44
21798091,Spacious Duplex with Roof Deck in South Boston,15101943,Brendan,,South Boston,42.333084795566705,-71.03055173416797,Entire home/apt,250,2,17,2018-07-30,2.83,1,0
21798943,Furnished one Bedroom Mission Hill Apartment,157901484,Trevor,,Mission Hill,42.33179170889668,-71.09797540552171,Entire home/apt,65,1,21,2018-08-04,2.32,1,0
21799387,Southie Haven Studio|1 BR 1BA #2,1444340,Will,,South Boston,42.33662742806344,-71.0418503447515,Entire home/apt,132,30,2,2018-07-22,0.62,30,100
21799918,Boston Luxury Suites/1,127718668,Muny,,Dorchester,42.31381560206589,-71.05717884869917,Entire home/apt,250,1,5,2018-04-17,0.66,9,288
21800425,Boston Luxury Suites/2,127718668,Muny,,Dorchester,42.313187740821554,-71.05553553463632,Entire home/apt,200,1,5,2018-07-06,0.63,9,299
21800554,Southie Vibes|Fun Studio|1BR 1BA #3,1444340,Will,,South Boston,42.33503765794315,-71.04308867168523,Entire home/apt,132,30,0,,,30,20
21801133,Boston Roots|Marlborough 1BR 1BA #2,814298,Brent,,Back Bay,42.35087413619349,-71.08296726065262,Entire home/apt,200,2,1,2018-05-21,0.34,44,12
21802497,Boston Luxury Suites/3,127718668,Muny,,Dorchester,42.31426835378316,-71.05692492796464,Entire home/apt,250,1,11,2018-08-04,1.43,9,294
21802699,Sophisticated Southie Suite,14447589,Heather,,South Boston,42.3312212891403,-71.05438757302655,Private room,108,1,1,2017-12-17,0.12,1,114
21804259,Cozy apartment with a lovely view of the city!,47128825,Amanda,,East Boston,42.36418510198448,-71.03125134402795,Private room,45,7,0,,,1,55
21806930,"Near NU Columbus Dorm, C-Orange Line: Ruggles/Mass",152739901,Eve,,Roxbury,42.33795316936281,-71.08691455896437,Entire home/apt,125,2,20,2018-08-16,4.48,3,36
21812988,Vibrant 1BR in Mission Hill by Sonder,12243051,Sonder,,Mission Hill,42.331984433077245,-71.09920451838428,Entire home/apt,69,2,6,2018-07-20,0.81,292,118
21815046,Historic District|Marlborough 1BR 1BA #4,814298,Brent,,Back Bay,42.351539881610364,-71.08303458832667,Entire home/apt,200,2,3,2018-06-09,0.91,44,21
21815325,Luxury Waterfront Studio Apt (60 Day Minimum),155595193,Michelle,,North End,42.36730000477347,-71.05225510187903,Entire home/apt,99,60,0,,,7,289
21815633,Sleek 1BR in Mission Hill by Sonder,12243051,Sonder,,Mission Hill,42.331345538427826,-71.0974169603951,Entire home/apt,69,2,8,2018-08-02,1.15,292,124
21817254,Renovated unit in historical Harrison Hill,157708199,Olive,,Dorchester,42.315205979316744,-71.07119871406584,Private room,70,7,0,,,1,0
21818022,"The Beacon Hill Writer's Lair,  Comfort & History",59234220,Lara,,Beacon Hill,42.35979287375427,-71.06773343299108,Entire home/apt,69,2,36,2018-08-05,4.30,7,314
21824260,Private room at Boston Luxury Suites 1/1,127718668,Muny,,Dorchester,42.31240515263219,-71.05550945728245,Private room,100,1,1,2018-07-15,0.88,9,300
21824448,"Private clean room, essentials provided to guests",4690474,Azzurra,,Charlestown,42.37790930831917,-71.0635284139872,Private room,28,16,0,,,1,0
21824635,Private room at Boston Luxury Suites 2/1,127718668,Muny,,Dorchester,42.312769464825244,-71.05538345742984,Private room,110,1,1,2018-02-11,0.16,9,304
21824859,Private room at Boston Luxury Suites 1/2,127718668,Muny,,Dorchester,42.312912130672515,-71.05569633225659,Private room,100,1,2,2017-12-29,0.25,9,304
21826196,Private room at Boston Luxury suites 2/2,127718668,Muny,,Dorchester,42.31369112836134,-71.05691133140384,Private room,110,1,2,2018-05-02,0.25,9,305
21826460,Private room at Boston Luxury Suites 1/3,127718668,Muny,,Dorchester,42.31278975923823,-71.05596518361143,Private room,100,1,2,2018-05-07,0.26,9,306
21826608,Private room at Boston Luxury Suites 2/3,127718668,Muny,,Dorchester,42.3141339646406,-71.05746897734525,Private room,110,1,2,2018-01-04,0.25,9,302
21827688,112 Myrtle Street Apartment 2,82529160,Mario,,Beacon Hill,42.35882555020869,-71.06925954597001,Entire home/apt,185,2,13,2018-07-01,1.55,35,290
21827914,112 Myrtle Street Apartment 3,82529160,Mario,,Beacon Hill,42.35896750726361,-71.0679933367625,Entire home/apt,185,2,3,2018-07-22,0.68,35,278
21828056,112 Myrtle Street Apartment 4,82529160,Mario,,Beacon Hill,42.36028122460564,-71.06934863642306,Entire home/apt,118,2,6,2018-06-10,0.70,35,275
21828270,Open-Concept 2BR in Seaport by Sonder,12243051,Sonder,,South Boston,42.342386379968374,-71.05739311299078,Entire home/apt,259,3,3,2018-07-15,0.38,292,131
21828281,112 Myrtle Street Apartment 6,82529160,Mario,,Beacon Hill,42.35870392844903,-71.0691782359171,Entire home/apt,118,2,8,2018-07-13,0.93,35,264
21828356,112 Myrtle Street Apartment 8,82529160,Mario,,Beacon Hill,42.3602649817695,-71.06836689526578,Entire home/apt,118,2,9,2018-07-15,1.18,35,251
21828547,112 Myrtle Street Apartment 10,82529160,Mario,,Beacon Hill,42.35968853993967,-71.06901586666902,Entire home/apt,120,2,4,2018-04-09,0.52,35,261
21829139,Grand 2BR in Back Bay by Sonder,12243051,Sonder,,Back Bay,42.3496917510032,-71.08801975379703,Entire home/apt,699,2,6,2018-05-27,0.72,292,94
21829663,Cozy Airport Apt.,136622901,Kelly,,East Boston,42.38249416809837,-71.01510017512213,Entire home/apt,100,1,24,2018-08-15,6.86,1,99
21833837,Cozy Beacon Hill 1BR/1BA,72100544,Kristen,,Beacon Hill,42.359909974941644,-71.06343463673117,Entire home/apt,150,1,9,2018-08-12,1.15,1,0
21835563,Big Apartment in the center of Boston,9626463,Jordi,,West End,42.36311455788128,-71.0644303415706,Entire home/apt,148,2,13,2018-07-29,1.67,1,8
21836859,Sunny Studio in Downtown Crossing by Sonder,12243051,Sonder,,Chinatown,42.35158063998081,-71.06210454738797,Entire home/apt,699,2,3,2018-07-01,0.81,292,121
21836880,Modern 1BR in Mission Hill by Sonder,12243051,Sonder,,Mission Hill,42.33228014340216,-71.09928400223657,Entire home/apt,699,2,6,2018-07-06,1.08,292,109
21837174,Bi-Level 1BR in Downtown Crossing by Sonder,12243051,Sonder,,Chinatown,42.35113686702946,-71.06219091836931,Entire home/apt,699,2,10,2018-07-30,1.13,292,102
21838021,Modern 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.357565919862076,-71.13526982928727,Entire home/apt,699,2,10,2018-06-10,1.18,292,136
21838288,Charming 2BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.337787916312266,-71.15463760431918,Entire home/apt,59,2,3,2018-06-12,0.57,292,131
21838660,Perfect 2BD 2FB apt in an excellent location,159242376,Monty,,West Roxbury,42.278136385064066,-71.16986650445867,Entire home/apt,89,5,2,2018-01-29,0.27,1,0
21839232,Vacation Home next to Subway 3 minuets,119352334,Thuy,,Dorchester,42.28749291527572,-71.06343216308355,Private room,60,1,5,2018-05-21,0.66,3,359
21843360,Marriott Custom House -Luxury Suite,10896845,Shafrit,,Downtown,42.35839447862112,-71.0541269422591,Private room,169,1,7,2018-07-27,2.53,1,0
21845421,Bright 1BR in Brighton by Sonder,12243051,Sonder,,Brighton,42.33891751055805,-71.1539392548635,Entire home/apt,59,2,4,2018-07-02,0.78,292,128
21848299,*New* Modern/Entire apt/1bdrm/Tstop/Ideal location,31829019,Uciane,,South Boston,42.34283305785449,-71.056085135565,Entire home/apt,180,2,4,2018-06-24,1.41,1,3
21849098,Classic 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35593082558804,-71.1355757634544,Entire home/apt,699,2,3,2018-06-08,0.90,292,139
21850219,Stunning 1BR in Allston by Sonder,12243051,Sonder,,Allston,42.356827274828284,-71.1354874288162,Entire home/apt,699,2,14,2018-05-13,1.60,292,127
21859346,Luxury Boston Apartment 118,158837906,Hesham,,Downtown,42.36549202267973,-71.06305171568937,Entire home/apt,219,30,1,2018-01-27,0.15,4,90
21861361,Parker Hill 206 | 1BR 1BA |  Beth Israel Deaconess,71783,Lance,,Mission Hill,42.331695696768406,-71.10944655875673,Entire home/apt,150,2,9,2018-07-25,1.66,25,46
21861736,Quiet 2 Bedrooms in Beacon Hill - Walk to T!,159465324,Tony,,Downtown,42.35750865115952,-71.06202037136576,Entire home/apt,120,2,47,2018-07-29,5.34,1,43
21861781,Parker Hill 306 | 1BR 1BA |  Dana-Farber,71783,Lance,,Mission Hill,42.33120872525383,-71.1080954377401,Entire home/apt,150,2,15,2018-08-02,2.49,25,40
21861961,Parker Hill 506 | 1BR 1BA | Boston Children's,71783,Lance,,Mission Hill,42.332883063391286,-71.10942573958795,Entire home/apt,150,2,11,2018-07-29,1.63,25,43
21862054,Parker Hill 404 | 1BR 1BA | Brigham and Women's,71783,Lance,,Mission Hill,42.33023817621164,-71.1103512431395,Entire home/apt,150,2,17,2018-08-01,2.82,25,40
21862176,Parker Hill 604 | 1BR 1BA | Museum of Fine Arts,71783,Lance,,Mission Hill,42.33023018749749,-71.10858292109098,Entire home/apt,150,2,12,2018-07-28,2.69,25,43
21865615,"Luxury studio apt, center Boston",14745965,Roy,,West End,42.364431431383785,-71.06442181931571,Entire home/apt,120,2,12,2018-06-01,1.33,1,0
21866446,Gorgeous back bay apartment,46042120,Shehla,,Fenway,42.34345887427951,-71.08611529803963,Entire home/apt,240,2,0,,,1,0
21877613,Contemporary 3x2 w/ HUGE balcony and view!,18202088,Luxurious,,Mission Hill,42.329234670655026,-71.10416922979094,Entire home/apt,279,2,5,2018-05-27,0.62,19,0
21884763,Amazing apartment in South Boston,2406043,Alexander,,South Boston,42.33958759917655,-71.04962516144839,Entire home/apt,110,5,0,,,1,0
21891473,Private bdr,26754605,Katia,,Allston,42.35872236208577,-71.129152239204,Private room,30,1,1,2018-03-01,0.18,1,0
21896268,Newly Renovated  And Fully Furnished  3 BR condo!,129778130,Michael,,Dorchester,42.29853454976173,-71.07990865728331,Entire home/apt,205,1,16,2018-08-06,2.76,7,352
21897391,Beautiful Back Bay Duplex,392021,Karen,,Back Bay,42.350608476093,-71.08673654295066,Entire home/apt,995,4,1,2018-08-13,1,1,295
21899053,33rd Floor - Luxury Downtown Boston Penthouse,159778032,Brian,,West End,42.36406899156214,-71.0636564473678,Entire home/apt,829,3,14,2018-08-14,2.44,1,319
21906430,Modern Spacious Luxurious 1BR at Your Service,75498900,Lisa,,Downtown,42.35339119750883,-71.05915348567302,Entire home/apt,279,3,12,2018-08-11,3.13,2,51
21907057,Bright 1 Bedroom in Fantastic Fenway/Back Bay!,8442201,Nick,,Fenway,42.349573228441436,-71.10291787539718,Entire home/apt,179,2,24,2018-08-10,2.87,3,137
21924790,Classic Wellington Hill Guest House,11570420,Shalaye,,Mattapan,42.2848627731972,-71.09440694734779,Entire home/apt,115,1,46,2018-08-12,5.77,1,267
21925608,Very nice room steps from subway.,136896833,Thao,,Dorchester,42.28881893412237,-71.06300481729478,Private room,75,1,4,2018-05-27,0.96,2,318
21925988,Comfy room 3 min to T stop-easy access to Boston,21745230,Jurek,,Charlestown,42.38386335289773,-71.07902057883057,Private room,41,1,7,2018-03-19,0.82,11,95
21931780,"23 upper, cozy, beautiful and close to Boston",25149641,Kiki,,Charlestown,42.38680817740129,-71.07288708356211,Private room,110,1,16,2018-08-05,1.92,31,356
21933597,1 bhk apartment | cheap stay | good deal,129652714,Shaunak,,Mission Hill,42.332194829930124,-71.10528412672967,Shared room,30,5,2,2018-01-17,0.26,1,37
21933807,Luxury 18th Floor Apartment,159646400,Karl,,South Boston Waterfront,42.34759440347584,-71.0497112047617,Entire home/apt,150,2,7,2018-08-05,1.38,1,2
21934940,The magical TreeTop House: central and cozy,15772847,Marc,,Allston,42.35217086769905,-71.14066030854761,Private room,59,4,3,2018-01-15,0.36,1,0
21935818,Beautiful Updated 3 BR Condo in Boston (Entire),160085936,Melvin,,Jamaica Plain,42.29423963751467,-71.12251359916863,Entire home/apt,106,2,24,2018-07-22,3.04,1,134
21935939,"Wonderful Suite, Haven for Asian food, Good Price",38197938,Diana,,Allston,42.352614357198405,-71.12792989324117,Entire home/apt,85,2,3,2018-03-04,0.45,1,0
21941640,Private Room+Bath in Luxury Brownstone Near Logan,10824222,Lauren And Dan,,East Boston,42.37578598643551,-71.03635220837667,Private room,90,3,46,2018-08-08,5.45,1,41
21943599,2 APTS 6 BD 3 BA - FENWAY/HYNES CONVENTION CENTER,160168613,Jesse + John + Priya,,Fenway,42.349745427868704,-71.09584572842654,Entire home/apt,875,1,3,2018-05-25,0.59,10,302
21944075,Charming APT near Fenway/Convention Center :),160168613,Jesse + John + Priya,,Fenway,42.34955424052177,-71.0936278635153,Entire home/apt,375,1,0,,,10,362
21944230,3BD APT near Fenway/Convention Center :),160168613,Jesse + John + Priya,,Fenway,42.349158602803584,-71.09525892275295,Entire home/apt,375,1,1,2018-07-15,0.88,10,361
21944393,Private BD near Fenway/Convention Center 1:),160168613,Jesse + John + Priya,,Fenway,42.34943498125556,-71.09535904308322,Private room,125,1,31,2018-07-29,4.19,10,319
21949820,Modern convenience close to Longwood Medical,8035802,Alicia,,Roxbury,42.32900303055206,-71.0926166930687,Private room,55,3,15,2018-07-01,1.95,2,103
21961507,Sun filled modern clean master suite & bath,13897255,Chris,,Jamaica Plain,42.304866452391735,-71.11522949799877,Entire home/apt,110,2,0,,,3,0
21964456,Back Bay beautiful 1BR,780153,Ishai,,Back Bay,42.354365837962,-71.07726605925748,Entire home/apt,114,5,2,2018-06-02,0.71,1,2
21969076,Boston DT Deco 2BR Suite,125924069,April,,Chinatown,42.35093196832276,-71.06110229564182,Entire home/apt,188,1,8,2018-07-27,0.99,3,1
21973435,Cozy Beacon Hill Abode,30383687,Mike+Gina,,Beacon Hill,42.35963448674246,-71.06392343638996,Entire home/apt,150,1,56,2018-07-25,6.89,1,0
21978432,Stunning 1BR in Theater District by Sonder,12243051,Sonder,,Downtown,42.34943128055334,-71.06515774623034,Entire home/apt,59,2,4,2018-05-29,0.55,292,125
21979174,Back Bay Brownstone Oasis|1BR 1BA #5,814298,Brent,,Back Bay,42.350441731897746,-71.08503171557409,Entire home/apt,200,2,4,2018-07-25,0.96,44,3
21981146,Longwood Medical Apartment,160490595,Katherine,,Mission Hill,42.334226791273316,-71.10391436932882,Entire home/apt,125,2,8,2018-06-30,1.79,1,43
21983126,South Boston 2BR Modern condo with roofdeck,51111116,Tara,,South Boston,42.33223331686833,-71.04060096458366,Entire home/apt,100,1,19,2018-08-12,2.46,1,0
21987098,"Cozy 4 Bedroom Near Airport, Beach, + Downtown",160546103,Julie,,East Boston,42.379732921476005,-71.02994733789987,Entire home/apt,210,1,0,,,1,0
21996594,Spacious Cozy 2BR/1BA with Free Parking in Allston,160610835,Garrett,,Allston,42.35101451101652,-71.14038378890909,Entire home/apt,105,2,2,2018-03-18,0.23,1,59
22009604,"1085 Boylston St. ARTlab, 1 Bed Apt, Boston",20857768,Adam,,Fenway,42.34705244785489,-71.08938781636076,Entire home/apt,150,3,0,,,15,0
22012412,Gorgeous 1BR - Walk to Shopping and Dining!,160611025,"James, Meghan Or Jose'",,West End,42.362715386178294,-71.06502702793674,Entire home/apt,189,4,2,2018-05-13,0.41,5,0
22012439,Charming 2BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35683405813023,-71.13470788087164,Entire home/apt,699,2,6,2018-07-22,0.76,292,132
22013637,Private BD near Fenway/Convention Center a:),160168613,Jesse + John + Priya,,Fenway,42.34924007308963,-71.09371690478906,Private room,125,1,25,2018-07-22,3.11,10,339
22013722,Beautiful Artist studio - BackBay coolest area BOS,160748778,Nacho,,Fenway,42.346962746927545,-71.09015970748486,Entire home/apt,120,1,8,2018-07-25,1.02,1,41
22013869,Private BD near Fenway/Convention Center b:),160168613,Jesse + John + Priya,,Fenway,42.34982007697965,-71.09366624421796,Private room,125,1,30,2018-07-23,3.75,10,338
22013974,Private BD near Fenway/Convention Center c:),160168613,Jesse + John + Priya,,Fenway,42.350735446991216,-71.09420323857347,Private room,125,1,14,2018-07-25,1.83,10,357
22013980,Quality By Jamaica Pd and Arbortium 20min Boston.,160750677,Phyllis,,Jamaica Plain,42.306244127947046,-71.12603126956608,Entire home/apt,150,3,3,2018-07-27,1.08,1,267
22014038,Fenway/Convention Center -  Charming BD a:),160168613,Jesse + John + Priya,,Fenway,42.350399129015955,-71.09456851680866,Private room,125,1,28,2018-07-23,3.62,10,323
22014146,Fenway/Convention Center -  Charming BD b:),160168613,Jesse + John + Priya,,Fenway,42.350410774920235,-71.0941597697692,Private room,125,1,25,2018-07-25,3.38,10,325
22014195,Modern 1BR in Lower Allston by Sonder,12243051,Sonder,,Allston,42.35600016764436,-71.13702729794278,Entire home/apt,699,2,8,2018-06-30,1.04,292,137
22014247,Fenway/Convention Center -  Charming BD c:),160168613,Jesse + John + Priya,,Fenway,42.35069394557294,-71.09502454866818,Private room,125,1,21,2018-07-25,2.75,10,331
22014689,Intimate 1BR in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35110005996934,-71.06481250265765,Entire home/apt,699,2,9,2018-07-28,1.08,292,118
22015210,Gorgeous 1 BR in the Heart of Boston!,160611025,"James, Meghan Or Jose'",,West End,42.3640722826645,-71.06544957176624,Entire home/apt,68,4,2,2018-04-16,0.27,5,0
22016719,Charming Studio in Downtown Crossing by Sonder,12243051,Sonder,,Downtown,42.35190043755657,-71.06405360626925,Entire home/apt,699,2,6,2018-06-25,0.72,292,118
22018975,Savin Hill-Spacious/Modern 3 BR/2BA close to Train,21223496,Gerald,,Dorchester,42.31532426413636,-71.0516768905762,Entire home/apt,90,2,51,2018-08-11,5.93,1,104
22025847,Mi casa es su casa (temporarily).,83506358,Bri,,Dorchester,42.32303328862879,-71.06022471612262,Private room,45,1,56,2018-08-15,6.51,1,0
22027030,Stunning 1BR in Boston West End!,160611025,"James, Meghan Or Jose'",,Downtown,42.36290164660853,-71.06353312753228,Entire home/apt,149,5,4,2018-05-18,0.52,5,0
